,Libelle1,voie,CP,Ville,surface,lat,long
6842,Bibliotheque  Municipale,PLACE DES VIGNERONS,26600,Gervans,31.0,45.107898,4.831541
6843,Bibliotheque municipale,11 place de l'eglise,88240,FONTENOY LE CHATEAU,71.0,47.973498,6.19882
6845,Bibliotheque municipale,2 rue des tilleuls,88600,FREMIFONTAINE,25.0,48.271068,6.685855
6846,Bibliotheque Municipale de Bouafles,Rue haute,27700,Bouafles,40.0,49.213935,1.389755
6847,Foyer de jeunes et d'education populaire,42 place de la Mairie,88390,GIRANCOURT,40.0,48.161516,6.311586
6848,Bibliotheque municipale de La Chapelle Gauthier,PLACE DU GENERAL DE GAULLE,77720,LA CHAPELLE GAUTHIER,100.0,48.9851351393,0.463962400697
6850,Mediatheque municipale Jules Verne,Place du general de Gaulle,27380,Charleval,135.0,49.370286,1.38162
6851,Mediatheque de Harol,1086 rue de la Mairie,88270,HAROL,242.0,48.148837,6.248508
6855,Mediatheque Langley-Essegney,42 rue de la mairie,88130,LANGLEY,56.0,48.359323,6.325013
6857,Bibliotheque municipale,1 route du houx,88640,LAVELINE DU HOUX,25.0,48.138857,6.697692
6861,Bibliotheque municipale,4 rue de la Mothe,88140,MEDONVILLE,25.0,48.219365,5.730905
6863,Mediatheque Aime Gaugue,11 rue Vuillaume,88507,MIRECOURT,892.0,48.2935312144,6.12032421472
6865,Bibliotheque municipale,230 rue Clement de Boulay,88500,oeLLEVILLE,58.0,48.335349,6.02145
6867,Bibliotheque Municipale,6 route d'Arches,88220,RAON AUX BOIS,250.0,48.058611,6.521614
6868,Bibliotheque municipale Jules Verne,10 bis rue de l'eglise,27910,Perriers-sur-Andelle,176.0,49.414669,1.372453
6869,Bibliotheque municipale,31 le Village,88640,REHAUPAL,35.0,48.119538,6.731135
6873,Bibliotheque municipale,37 rue des chenes,88470,SAINT MICHEL SUR MEURTHE,182.0,48.318315,6.886018
6875,Mediatheque du Thillot,11 bis avenue de Verdun,88160,LE THILLOT,950.0,47.881975,6.761047
6878,Bibliotheque municipale,11 rue rosee,27940,Villers-sur-le-Roule,32.0,49.194618,1.325038
6879,Mediatheque intercommunale des Hautes Vosges,place de la Liberation,88120,VAGNEY,600.0,48.008768,6.715252
6881,Bibliotheque municipale,2 rue du Four-a-Ban,89380,Appoigny,190.0,47.877513,3.525012
6882,Bibliotheque de Champhol,14 rue de la mairie,28300,Champhol,36.0,48.469068,1.500315
6883,Bibliotheque municipale,1 Place de l,89500,ARMEAU,60.0,48.044557,3.32219
6887,Bibliotheque Municipale Max-Pol Fouchet,15 avenue de la Republique,89200,Avallon,1055.0,47.488764,3.898897
6888,Bibliotheque du Coudray,13 RUE DE L'ANCIENNE MAIRIE,28630,Le Coudray,47.0,48.421217,1.499842
6889,Bibliotheque municipale de Brion,1 impasse de,89400,Brion,48.0,47.996442,3.476592
6890,Mediatheque  de Courville,RUE DU 19 MARS 1962,28190,Courville-sur-Eure,95.0,48.4478,1.237156
6891,Bibliotheque municipale,Place de la Mairie,89770,Chailley,50.0,48.082291,3.701836
6892,Bibliotheque municipale CALLIOPE,RUE DES ROULIERS,28630,Fontenay-sur-Eure,90.0,48.396813,1.413001
6893,Mediatheque Du Chat Perche,1 Place de la Mairie,89240,Chevannes,243.0,47.751231,3.491957
6895,Mediatheque Elisabeth Canziani,11 Grande Rue,89100,Gron,240.0,48.159849,3.261277
6896,Bibliotheque de Levainville,3 rue de la mare Lifa,28700,Levainville,40.0,48.496184,1.73836
6897,Bibliotheque de Neuilly,48 Grande Rue,89113,Valravillon,42.0,47.917293,3.439152
6898,Bibliotheque Municipale,131 avenue DE LA RESISTANCE,28300,Mainvilliers,350.0,48.450602,1.463369
6899,Bibliotheque Annexe De La Madeleine,Place Colette,89300,JOIGNY,980.0,47.980815,3.41375
6900,Bibliotheque de Marboue,12 rue du Docteur Pean,28200,Marboue,50.0,48.113195,1.331446
6902,Bibliotheque de Ouarville,4 bis rue de la Republique,28150,OUARVILLE,100.0,48.354597,1.77212
6903,Bibliotheque,Place de la Mairie,89200,LUCY LE BOIS,30.0,47.557124,3.890873
6904,Bibliotheque de Prunay-le-Gillon,27 GRANDE RUE,28360,PRUNAY-LE-GILLON,40.0,48.365525,1.637349
6905,Bibliotheque,3 Rue du Cormier,89100,Maillot,130.0,48.174674,3.30953
6907,Bibliotheque Municipale,9 Rue d'Auxerre,89470,Moneteau,300.0,47.844709,3.579826
6908,Bibliotheque de Saint-Remy,PLACE DE L'EGLISE,28380,Saint-Remy-sur-Avre,85.0,48.762311,1.24194
6909,Bibliotheque Municipale de PONT SUR YONNE,14-16 Rue de l'Hotel de Ville,89140,Pont-sur-Yonne,110.0,48.287575,3.203647
6910,Bibliotheque de Souance,place de l'eglise,28400,Souance-au-Perche,50.0,48.267995,0.855511
6911,Bibliotheque Municipale,Place Paultre des Ormes,89520,Saint-Sauveur-en-Puisaye,70.0,47.617856,3.195275
6912,Mediatheque Aslan et Michel Gourdon,1 Avenue de la gare,28480,Thiron-Gardais,100.0,48.311532,0.995847
6913,Mediatheque Municipale,3 route de Sens,89260,Thorigny-sur-Oreuse,120.0,48.293108,3.400392
6915,Bibliotheque de Thury,3 rue de l'Eglise,89520,Thury,80.0,47.586787,3.2946
6916,Bibliotheque des villages voveens,24 RUE DU VOISIN,28150,LES VILLAGES VOVEENS,70.0,48.269315,1.625382
6917,Bibliotheque municipale,Rue des Tournants,89580,Vallan,152.0,47.742192,3.533426
6918,Mediatheque Michel Thersiquel,3 RUE DE LA FARANDOLE,29380,Bannalec,422.0,47.930873,-3.698838
6920,MEDIATHEQUE  MUNICIPALE,PLACE CHAPALAIN,29860,Bourg-Blanc,300.0,48.498724,-4.503445
6921,Bibliotheque Municipale,5 Route de F Froideval,90400,ANDELNANS,148.0,47.607017,6.847506
6925,Mediatheque Municipale,23 rue du Docteur Julg,90500,BEAUCOURT,276.0,47.489992,6.923994
6926,Mediatheque Francois Mitterrand,25 rue de Pontaniou,29200,BREST,9700.0,48.389421,-4.49921
6927,Bibliotheque Associative,8 rue Jean Moulin,90150,EGUENIGUE,50.0,47.671801,6.934845
6929,Mediatheque Municipale,Place du Moulin,90150,FOUSSEMAGNE,107.0,47.63524,7.002691
6931,Bibliotheque  Municipale,rue du  Chateau,91470,Angervilliers,80.0,48.59177,2.064541
6932,BIBLIOTHEQUE  MUNICIPALE,ESPACE DU CHATEAU ROUGE,29270,Carhaix-Plouguer,200.0,48.277357,-3.576661
6935,CBPT Boullay,8 rue de la butte a Bernard,91470,Boullay-les-Troux,106.0,48.679897,2.052773
6936,MEDIATHEQUE,2 RUE DU  STADE,29120,Combrit,169.0,47.883957,-4.156046
6937,Bibliotheque  Municipale,11 boulevard Ouin,91820,Boutigny-sur-Essonne,170.0,48.437723,2.38022
6939,Mediatheque  Municipale,28 Rue de la gare,91650,Breuillet,533.0,48.564284,2.172232
6940,BIBLIOTHEQUE DE DIRINON,4 RUE DE  L'EGLISE,29460,Dirinon,80.0,48.39823,-4.269046
6942,Bibliotheque Municipale,1 RUE DU STADE,29860,LE DRENNEC,125.0,48.533834,-4.369314
6945,Mediatheque,4 rue Royale,91750,Champcueil,50.0,48.514848,2.444896
6946,BIBLIOTHEQUE MUNICIPALE,HENT MENEZ  ARE,29690,La Feuillee,35.0,48.391347,-3.853449
6947,Club  Bibliotheque,place de  la  Mairie,91160,Champlan,100.0,48.708531,2.273934
6948,Bibliotheque Municipale La Forest Landerneau,Bourg,29800,La Forest-Landerneau,100.0,48.428443,-4.316834
6949,Mediatheque Montconseil,76 BD HENRI DUNANT,91100,Corbeil-Essonnes,2805.0,48.599519,2.480236
6950,Mediatheque  Municipale,2 RUE DES  CERISIERS,29940,La Foret-Fouesnant,210.0,47.908566,-3.984487
6951,Bibliotheque  Municipale,7 rue des  Montceaux,91410,Corbreuse,50.0,48.501247,1.9584
6952,Bibliotheque De Garlan,Place Yves Laviec,29610,Garlan,90.0,48.601623,-3.756652
6955,Bibliotheque,4 Grande  Rue,91520,Egly,40.0,48.580198,2.222365
6956,BIBLIOTHEQUE  MUNICIPALE,RUE JACQUES  DE  THEZAC,29730,Guilvinec,450.0,47.795274,-4.28012
6958,Les Mille Feuillets,RUE NEUVE,29253,Ile-de-Batz,220.0,48.744878,-4.01079
6960,BIBLIOTHEQUE  MEDIATHEQUE LUDOTHEQUE,6 PLACE DU  VILLERS,29400,Lampaul-Guimiliau,250.0,48.492894,-4.041195
6961,Mediatheque,4 rue du  Bon  Noyer,91640,Fontenay-les-Briis,160.0,48.620004,2.156288
6962,Mediatheque Ludotheque,3 venelle Jacques Michel,29870,Landeda,298.0,48.58666,-4.571957
6963,Bibliotheque de l'Orme,207 rue de  la  Mairie,91690,Guillerval,100.0,48.365491,2.102336
6964,Mediatheque Municipale,RUE DE LA PETITE PALUD,29800,Landerneau,1152.0,48.448621,-4.259161
6965,Bibliotheque  Municipale,rue George  Sand,91760,Itteville,170.0,48.515193,2.341767
6966,Bibliotheque Municipale,14 RUE DU GENERAL DE GAULLE,29400,Landivisiau,560.0,48.509799,-4.073536
6967,Mediatheque,5 rue Alfred  Dubois,91460,Marcoussis,740.0,48.643077,2.230942
6968,Bibliotheque Du Foyer Rural,rue 19 mars 19 STEREDEN,29620,Lanmeur,30.0,48.641412,-3.716898
6969,Mediatheque du Carre d'Art,2 Rue DES BOIS,91230,Montgeron,2270.0,48.706738,2.454358
6970,Bibliotheque municipale,8 rue de l'Elle,29310,Locunole,70.0,47.936032,-3.478111
6976,BIBLIOTHEQUE DE PLOMODIERN,25 rue du Dr  VOURCH,29550,Plomodiern,186.0,48.181068,-4.232254
6978,Mediatheque Municipale,4 ROUTE DE  SAINT-RENAN,29810,Plouarzel,250.0,48.433553,-4.729435
6979,Bibliotheque  Municipale,2  bis place du  Jeu  de  Paume,91740,Pussay,240.0,48.349447,1.995175
6980,Mediatheque L'Atelier,14 place du d 14 place du dauphin,29430,Plouescat,346.0,48.656691,-4.171777
6982,Bibliotheque Municipale,16 bis rue du General de Gaulle,29780,Plouhinec,60.0,48.015183,-4.49009
6984,BIBLIOTHEQUE DE PEN AN ILIS,11 RUE DU  STADE,29810,Ploumoguer,140.0,48.403676,-4.723733
6987,Bibliotheque,24 rue de  la  Liberation,91770,Saint-Vrain,250.0,48.541609,2.330032
6989,Mediatheque,place Aristide  Briand,91480,Varennes-Jarcy,270.0,48.678692,2.560013
6993,Bibliotheque  municipale Souzy-La-Briche/Villeconin,4 Grande  Rue,91580,Villeconin,50.0,48.513819,2.122001
6994,BIBLIOTHEQUE MUNICIPALE,RUE DE  L'EGLISE,29800,La Roche-Maurice,50.0,48.472686,-4.203494
6995,Bibliotheque Municipale,24 rue de  la  Mairie,91140,Villejust,150.0,48.6818,2.236379
6998,Mediatheque Municipale,Lieu-dit,29250,Saint-Pol-de-Leon,663.0,48.684966,-3.987273
7000,Bibliotheque Lire a Sibiril,Place de l de la Mairie,29250,Sibiril,100.0,48.664686,-4.063714
7001,emile Bernard,15 RUE DE LA CONCORDE,92600,Asnieres-sur-Seine,1640.0,48.911664,2.291228
7002,BIBLIOTHEQUE  MUNICIPALE  TY  AVEL  VOR,2 PLACE D'ARMOR,29430,Treflez,50.0,48.624303,-4.262214
7003,Eugene Flachat,49 rue Henri Martin,92600,Asnieres-sur-Seine,122.0,48.910004,2.274113
7004,Mediatheque L@ Passerelle,PLACE DE  L'EGLISE,29300,Tremeven,192.0,47.898872,-3.533351
7005,Mediatheque intercommunale,2 AVENUE GABRIEL PERI,92220,BAGNEUX,1859.0,48.797267,2.306105
7008,Mediatheque Du Trevoux,2 bis rue de Bannalec,29380,Le Trevoux,112.0,47.894673,-3.640954
7009,Bibliotheque Billancourt,11 rue de Clamart,92100,Boulogne-Billancourt,450.0,48.830821,2.243766
7021,Mediatheque Jacques Baumel,15-21 Boulevard Foch,92500,Rueil-Malmaison,4756.0,48.877805,2.179816
7023,Bibliotheque des Sorbiers,5 allee des Platanes,92150,Suresnes,2760.0,48.861683,2.210716
7027,Bibliotheque Jacques Prevert,Boulevard Jacques decour,93150,Le Blanc-Mesnil,170.0,48.920481,2.477409
7033,Mediatheque Gaston Roulaud,118 RUE ROGER SALENGRO,93700,Drancy,120.0,48.916192,2.436143
7036,Bibliotheque Municipale,1 RUE ROGER PASCAL,30300,BEAUCAIRE,783.0,43.806423,4.643377
7043,Mediatheque Municipale,12 AVENUE DE LA RESISTANCE,93340,Le Raincy,1120.0,48.891506,2.51253
7055,Mediatheque Municipale,24 BOULEVARD DE L'HOTEL DE VILLE,93290,Tremblay-en-France,2151.0,48.950683,2.572507
7057,Mediatheque Andre Helle,PLACE DU FORUM,94470,Boissy-Saint-Leger,772.0,48.754035,2.502015
7058,MEDIATHEQUE MARC-BERNARD,1 PLACE DEBUSSY,30900,Nimes,868.0,43.824721,4.335198
7059,La Mediatheque-Ludotheque Bernard Ywanne,1 RUE DE LA COMMUNE,94380,Bonneuil-sur-Marne,2600.0,48.769998,2.484461
7061,BIBLIOTHEQUE LA PLAINE,1 ALLEE PIERRE DE MONTREUIL,94230,CACHAN,195.0,48.786369,2.331558
7063,BBLIOTHEQUE LAMARTINE,4 SQUARE LAMARTINE,94230,CACHAN,116.0,48.78811,2.320211
7068,Mediatheque Municipale de Saint Jean de Maruejols,37 route Nationale,30430,Saint-Jean-de-Maruejols-et-Avejan,1248.0,44.25887,4.294716
7069,La Mediatheque,3 RUE DE LA DIVISION du GAL LECLERC,94250,Gentilly,1790.0,48.812645,2.349513
7071,Bibliotheque de Quartier Du Chaperon Vert,PLACE MARCEL CACHIN,94250,Gentilly,115.0,48.814752,2.337287
7073,Bibliotheque Municipale,21 RUE HENRI THIRARD,94240,L'HAY-LES-ROSES,1796.0,48.778169,2.345219
7074,Mediatheque intercommunale,7 AVENUE LEON PINTARD,30700,Saint-Quentin-la-Poterie,350.0,44.044259,4.443795
7077,Bibliotheque Cavanna,36 BOULEVARD GALLIENI,94130,Nogent-sur-Marne,960.0,48.84026,2.484292
7081,Mediatheque Jean d'Ormesson,1 rue Antoine Pinay,94490,Ormesson-sur-Marne,1242.0,48.787343,2.545405
7083,Mediatheque Municipale,ESPLANADE DU 7 JUILLET 1899,94420,Le Plessis-Trevise,1464.0,48.802256,2.588708
7085,Bibliotheque Territoriale George Sand,2 Avenue du Marechal Mortier,94510,LA QUEUE EN BRIE,116.0,48.790785,2.576933
7086,Mediatheque Municipale d'Ayguesvives,Place du Fort,31450,Ayguesvives,194.0,43.438091,1.597113
7088,Bibliotheque Municipale,RUE DE PELACH,31160,ARBAS,90.0,42.99657,0.904905
7089,Bibliotheque Municipale,PLACE PAUL VAILLANT-COUTURIER,94460,Valenton,510.0,48.745803,2.469389
7092,Bibliotheque Municipale,16 Avenue de Mazeres,31560,Calmont,40.0,43.285201,1.633898
7094,Mediatheque Municipale,8 Rue du Pesage,31700,Daux,60.0,43.693484,1.268788
7095,Reseau Des Mediatheques,53 BIS RUE DE FONTENAY,94304,Vincennes,4100.0,48.8473732045,2.43798650741
7096,Mediatheque de Donneville,24 Route Nationale,31450,Donneville,120.0,43.47411,1.54995
7097,Bibliotheque Sud - Alfred De Vigny,3 RUE DU MARECHAL MAUNOURY,94300,Vincennes,455.0,48.843863,2.430879
7098,Dremil-Lafage,3 allee de l,31280,Dremil-Lafage,140.0,43.597037,1.60134
7100,Bibliotheque Municipale,7 avenue 19 mars 1962,31470,Fontenilles,420.0,43.55262,1.190603
7101,Mediatheques d'Argenteuil,12/14 boulevard Leon Feix,95100,Argenteuil,2140.0,48.946909,2.249331
7102,Mediatheque,4 Rue Notre Dame,31430,LE FOUSSERET,140.0,43.281861,1.066132
7103,MEDIATHEQUE MUNICIPALE,18 AVENUE DU GENERAL DE GAULLE,95250,BEAUCHAMP,1200.0,49.010334,2.195132
7105,Bibliotheque Municipale,53 rue de la Division Leclerc,95430,Butry sur Oise,66.0,49.08608,2.197931
7106,Bibliotheque Municipale Francois Fournier,6 rue Alain Savary,31290,Gardouch,101.0,43.392261,1.684395
7107,Mediatheque L'eclipse,3 AVE de la Liberation,95240,Cormeilles-en-Parisis,10284.0,48.971941,2.197186
7108,Mediatheque Municipale,23 RUE RENE ARNAUD,31210,Gourdan-Polignan,104.0,43.078391,0.573701
7109,Bibliotheque Andre Malraux,21 rue du four gaudon,95440,Ecouen,363.0,49.022728,2.380131
7111,Mediatheque George Sand,5-7 Rue de  Mora,95880,Enghien-les-Bains,1300.0,48.969978,2.307746
7112,Mediatheque Municipale Monique FONT,1 chemin du,31620,Labastide-Saint-Sernin,175.0,43.732998,1.48565
7113,Bibliotheque Foyer Rural Ennery,rue Le Charpentier,95300,Ennery,100.0,49.077384,2.108946
7114,Mediatheque Municipale,12 rue des ecoles,31600,Labastidette,124.0,43.459951,1.248745
7116,Mediatheque Municipale,1 RUE DE L'AUTAN,31670,Labege,478.0,43.529943,1.535792
7117,Bibliotheque Association Culturelle Les Rossignols,10 place Stalingrad,95190,Fontenay en Parisis,80.0,49.053911,2.451078
7120,Bibliotheque Municipale,3 chemin de,31570,Lanta,90.0,43.561009,1.663281
7122,Mediatheque Municipale,1 PLACE DE LA MAIRIE,31410,Lavernose-Lacasse,200.0,43.39624,1.261548
7123,Bibliotheque Municipale George Sand,3 rue de l'ecole,95420,Magny en Vexin,188.0,49.156344,1.786898
7124,Mediatheque Municipale,12 rue des ec,31460,Loubens-Lauragais,100.0,43.57367,1.784253
7125,Bibliotheque Municipale,23 Rue de la Mareche,95180,Menucourt,325.0,49.025828,1.981714
7126,Bibliotheque Municipale,Place du Peyre,31410,Mauzac,130.0,43.375622,1.290649
7127,Bibliotheque municipale,Place de la Mairie,95720,Le Mesnil-Aubry,43.0,49.050432,2.401167
7129,Bibliotheque du Foyer rural,1 rue du puits,95420,Nucourt,47.0,49.160311,1.853414
7130,Bibliotheque Municipale,HOTEL DE VILLE,31450,Montesquieu-Lauragais,45.0,43.415938,1.627726
7131,MeMO,2 place des Impressionnistes,95520,Osny,1500.0,49.060374,2.061101
7132,Mediatheque Municipale,MAIRIE,31310,MONTESQUIEU-VOLVESTRE,200.0,43.198301,1.194076
7133,Bibliotheque municipale Lachesnaye,12 rue Guichard,95620,Parmain,388.0,49.114258,2.208173
7134,Bibliotheque Municipale,Espace St Exupery,31850,Montrabe,69.0,43.6424532193,1.5288063297
7135,Bibliotheque Au Temps Libre,8 chemin Notre Dame,95350,Piscop,40.0,49.010816,2.346696
7137,Mediatheque Municipale,19 rue Adalbert Baut,95590,Presles,270.0,49.113416,2.278137
7139,Bibliotheque de Saint Brice sous Foret,12 rue Pasteur,95350,Saint Brice sous Foret,250.0,48.999573,2.357958
7140,Mediatheque Municipale Salou Casais,CENTRE ADMINISTRATIF,31120,Pinsaguel,220.0,43.507559,1.385504
7141,Mediatheque Alexandra David-Neel,57 bis rue d'Ermont,95390,Saint Prix,590.0,49.005753,2.261359
7142,Bibliotheque de Pointis-de-Riviere,Rue Principale,31210,Pointis-de-Riviere,60.0,43.086504,0.615287
7144,Bibliotheque Municipale,51 rue Jane Dieulafoy,31450,Pompertuzat,79.0,43.489273,1.514544
7146,Mediatheque Municipale,PLACE JEAN JAURES,31520,RAMONVILLE SAINT AGNE,1300.0,43.545097,1.484818
7147,Bibliotheque Municipale,3 rue Achim d'Abos,95450,Themericourt,54.0,49.086675,1.896573
7148,Mediatheque du Saint-Gaudinois,3 rue Saint-Jean,31800,Saint-Gaudens,1800.0,43.106699,0.722821
7149,Bibliotheque Du Foyer Rural De Valmondois,chemin Bescherelle,95760,Valmondois,75.0,49.102233,2.186777
7150,Mediatheque Municipale,1-bis rue du Presbytere,31470,SAINT-LYS,230.0,43.514378,1.178561
7152,Mediatheque Municipale,PLACE JEAN BELLIERES,31650,SAINT-ORENS DE GAMEVILLE,772.0,43.553093,1.529671
7154,Mediatheque Municipale,9 route de C,31530,Saint-Paul-sur-Save,108.0,43.696502,1.22318
7155,Bibliotheque Municipale,PLACE DU GENERAL DE GAULLE,97131,Petit-Canal,100.0,16.379014,-61.487837
7158,Mediatheque de Saveres,2 Place de l du 11 novembre,31370,Saveres,45.0,43.369702,1.10458
7163,Mediatheque Medelice Baptista,RUE GERMAINE MALESPINE SUEDOIS,97119,VIEUX-HABITANTS,380.0,16.058164,-61.765795
7165,Bibliotheque Municipale de Basse-Pointe,13 Rue Dr MORESTIN,97218,BASSE-POINTE,76.0,14.868809,-61.119527
7169,Bibliotheque Municipale,LOT LA MARIE,97225,LE MARIGOT,90.0,14.820679,-61.028051
7174,MEDIATHEQUE  MUNICIPALE,17 PLACE DE LA MAIRIE,31340,VACQUIERS,110.0,43.778215,1.47937
7175,Bibliotheque Municipale De Sainte-Luce,39 RUE SCHoeLCHER,97228,SAINTE-LUCE,166.0,14.467964,-60.922026
7176,Bibliotheque Municipale,2 RUE DE LA MAIRIE,31380,VILLARIES,59.0,43.752266,1.491059
7178,Mediatheque Municipale,1 RUE SAINT JEAN,31340,VILLEMUR-SUR-TARN,408.0,43.865218,1.503617
7179,Bibliotheque Municipale du VAUCLIN,Angle rue Abbe Brack et Place Andre Malraux,97280,LE VAUCLIN,90.0,14.545589,-60.836001
7184,Marciac,1 rue des Lilas,32230,Marciac,160.0,43.523806,0.156529
7187,Mediatheque municipale Louis Bierge,Rue Abelard ROZE,97313,Saint-Georges,293.0,3.891869,-51.802767
7188,Bibliotheque Papier mache,4 impasse de Cabaret,32600,Segoufielle,36.0,43.632643,1.132039
7192,Bibliotheque Municipale,51 COURS TARTAS,33120,Arcachon,230.0,44.660708,-1.174335
7193,Bibliotheque Du Bas De La Riviere,41 rue de la republique,97400,Saint Denis,100.0,-20.879631,55.446505
7196,Mediatheque Bazas,17 ESPLANADE ST SAUVEUR,33430,Bazas,40.0,44.4314,-0.215281
7200,MEDIATHEQUE DE BIGANOS,RUE PIERRE DE COUBERTIN,33380,Biganos,240.0,44.637692,-0.974856
7202,Mediatheque Assia Djebar,4 RUE DU DOCTEUR CASTERA,33290,Blanquefort,860.0,44.910392,-0.633511
7203,Mediatheque Roger Poudroux,185 rue Alexandre Begue,97416,Saint-Leu,1326.0,-21.147411,55.318036
7210,Bibliotheque Municipale,PLACE JEANTET,33710,Bourg,100.0,45.040704,-0.555733
7216,Bibliotheque Municipale,45 Avenue du General de Gaulle,33140,CADAUJAC,200.0,44.755265,-0.530292
7218,Mediatheque Municipale,CHEMIN DES ECOLIERS,33360,Camblanes-et-Meynac,183.0,44.765364,-0.487273
7219,Mediatheque Municipale de Saint-Pierre,06 Rue Albert Briand,97500,Saint-Pierre et Miquelon,343.0,46.780246,-56.17246
7220,Mediatheque Municipale,10 CHEMIN de La HOUSE,33610,CANEJAN,400.0,44.750831,-0.641881
7222,Bibliotheque Municipale De Capian,Place de la Mairie,33550,Capian,50.0,44.711689,-0.330819
7224,Bibliotheque Municipale,2 PLACE GONFREVILLE,33360,Carignan-de-Bordeaux,108.0,44.812348,-0.470792
7226,Bibliotheque Intercommunale De Castets En Dorthe,31 Grand Rue,33210,Castets-en-Dorthe,80.0,44.554761,-0.129707
7228,Bibliotheque de Creon,1 RUE MONTESQUIEU,33670,Creon,220.0,44.774021,-0.349159
7229,Bibliotheque Municipale,61 avenue de l'Entre-deux-Mers,33370,FARGUES SAINT-HILAIRE,123.0,44.823925,-0.445772
7231,Mediatheque de Gensac,4 RUE FROMAGERE,33890,Gensac,150.0,44.806487,0.072313
7233,Mediatheque Municipale,32 Route Leognan,33170,Gradignan,2500.0,44.767954,-0.611587
7234,Bibliotheque Municipale De Grignols,4 place de l'eglise,33690,Grignols,65.0,44.38805,-0.043324
7235,Bibliotheque Municipale,1 route de Mont de Marsan,33125,Hostens,140.0,44.492654,-0.63966
7238,Bibliotheque Municipale Francois Mitterrand,5 Place Jean Moulin,33240,Lugon-et-l'Ile-du-Carnay,114.0,44.957381,-0.341508
7240,Bibliotheque municipale,9 Avenue de la Republique,33127,Martignas-sur-Jalle,237.0,44.839471,-0.774906
7244,Mediatheque Intercommunale Du Pays Foyen,10 PLACE DU 8 MAI 1945,33790,Pellegrue,72.0,44.743567,0.075679
7245,Bibliotheque Municipale,9 AVENUE DES ECOLES,33240,Perissac,45.0,45.020612,-0.321654
7246,Bibliotheque Pablo Neruda,16 BIS ALLEE DES MIMOSAS,33600,Pessac,300.0,44.790061,-0.631206
7248,Bibliotheque Municipale De Pompignac,place de l'Entre Deux Mers,33370,Pompignac,75.0,44.849913,-0.439832
7249,Point Lecture Municipal,112 bis av des cot,33710,Prignac-et-Marcamps,78.0,45.033876,-0.495661
7251,Bibliotheque Municipale De Saillans,1 Champ de V,33141,Saillans,16.0,44.959293,-0.277183
7252,Bibliotheque Municipale,37 ROUTE DE PARIS,33910,Saint-Denis-de-Pile,162.0,44.992272,-0.205313
7253,Mediatheque,8 RUE JEAN-LOUIS FAURE,33220,Sainte-Foy-la-Grande,500.0,44.841862,0.2139
7254,Bibliotheque Municipale Francois Mitterrand,32 Chemin de,33450,Saint-Loubes,576.0,44.913776,-0.421902
7255,Bibliotheque Municipale Laurent Cousty,rue Louis Monteau,33440,Saint-Louis-de-Montferrand,128.0,44.951394,-0.533721
7257,MEDIATHEQUE LEOPOLD SEDAR SENGHOR,PLACE DE L CS 60022,33167,SAINT-MEDARD-EN-JALLES,1733.0,44.8832620816,-0.784239883546
7260,Bibliotheque Municipale,15 AVENUE MAUCAILLOU,33450,SAINT SULPICE ET CAMEYRAC,80.0,44.911453,-0.393215
7261,Bibliotheque Municipale De Saucats,4 CHEMIN DE,33650,Saucats,80.0,44.651852,-0.607885
7262,La Centrale,2 allee Clemenceau,33260,LA TESTE DE BUCH,500.0,44.630785,-1.148187
7264,Mediatheque Les etoiles,7 rue Colette Besson,33140,Villenave d'Ornon,1580.0,44.776662,-0.532807
7268,Bibliotheque Municipale,9 Avenue Foch,34290,Alignan-du-Vent,131.0,43.470215,3.344103
7272,Bibiotheque municipale de Candillargues,12 rue Paul Valery,34130,Candillargues,50.0,43.620361,4.068354
7275,Bibliotheque Municipale,14 RUE LOUIS BLANC,34800,Clermont-l'Herault,296.0,43.62829,3.431269
7276,Media-Ruche,100 B Place aux jeunes,34980,Combaillaux,200.0,43.672915,3.7719
7279,Bibliotheque municipale,PLACE DE L'ANCIENNE MAIRIE,34160,Galargues,72.0,43.770118,4.021184
7280,Cabane a lire,place des ecoles,34830,JACOU,180.0,43.654415,3.911557
7281,le Jardin des Livres,8 rue de l'Eglise,34270,Lauret,45.0,43.835525,3.884737
7282,Bibliotheque Municipale,PLACE DU BARRIe,34800,Lieuran-Cabrieres,17.0,43.585723,3.416738
7283,Mediatheque-cdi Stephane Hessel de Loupian,100 Allee Raimon Roger Trencavel,34140,Loupian,360.0,43.446541,3.611804
7285,Mediatheque Stephane Hessel,Place Marcel Barrere,34370,Maraussan,300.0,43.365809,3.15757
7288,Mediatheque,5 rue de la broutade,34370,Maureilhan,100.0,43.356817,3.120672
7291,Bibliotheque Municipale De Montaud,PLACE DE L'eGLISE,34160,Montaud,33.0,43.752197,3.954741
7292,Mediatheque,14 PLACE DU CHATEAU VIEUX,34290,Montblanc,200.0,43.39751,3.367505
7297,Bibliotheque De Mudaison,Jardins de,34130,Mudaison,99.0,43.646852,4.039204
7298,Mediatheque Municipale,RUE LUCIE ET RAYMOND AUBRAC,34570,Murviel-les-Montpellier,136.0,43.604637,3.735351
7299,bibliotheque de Notre Dame De Londres,avenue du pic saint loup,34380,Notre-Dame-de-Londres,40.0,43.825801,3.777734
7301,Bibliotheque Paul Silhol,Rue Claude Bussy,34800,Peret,100.0,43.575367,3.396336
7306,Mediatheque de Pinet,1 Rue des Anciens,34850,Pinet,60.0,43.404246,3.510142
